Criado como novo conjunto de dados;Amostra 269 por fsouto data terça-feira, março 25 2025
cm-1;A
1215,00;0,0093
1214,00;0,0092
1213,00;0,0091
1212,00;0,0089
1211,00;0,0086
1210,00;0,0083
1209,00;0,0081
1208,00;0,0080
1207,00;0,0079
1206,00;0,0079
1205,00;0,0079
1204,00;0,0080
1203,00;0,0080
1202,00;0,0081
1201,00;0,0081
1200,00;0,0081
1199,00;0,0081
1198,00;0,0081
1197,00;0,0082
1196,00;0,0083
1195,00;0,0085
1194,00;0,0087
1193,00;0,0089
1192,00;0,0091
1191,00;0,0092
1190,00;0,0091
1189,00;0,0090
1188,00;0,0087
1187,00;0,0085
1186,00;0,0084
1185,00;0,0083
1184,00;0,0082
1183,00;0,0082
1182,00;0,0084
1181,00;0,0085
1180,00;0,0087
1179,00;0,0089
1178,00;0,0091
1177,00;0,0093
1176,00;0,0094
1175,00;0,0095
1174,00;0,0096
1173,00;0,0098
1172,00;0,0099
1171,00;0,0102
1170,00;0,0106
1169,00;0,0111
1168,00;0,0116
1167,00;0,0123
1166,00;0,0129
1165,00;0,0135
1164,00;0,0140
1163,00;0,0143
1162,00;0,0145
1161,00;0,0145
1160,00;0,0143
1159,00;0,0140
1158,00;0,0136
1157,00;0,0131
1156,00;0,0126
1155,00;0,0120
1154,00;0,0114
1153,00;0,0109
1152,00;0,0105
1151,00;0,0101
1150,00;0,0098
1149,00;0,0095
1148,00;0,0093
1147,00;0,0092
1146,00;0,0091
1145,00;0,0090
1144,00;0,0089
1143,00;0,0089
1142,00;0,0088
1141,00;0,0087
1140,00;0,0086
1139,00;0,0084
1138,00;0,0082
1137,00;0,0080
1136,00;0,0079
1135,00;0,0078
1134,00;0,0079
1133,00;0,0080
1132,00;0,0082
1131,00;0,0085
1130,00;0,0088
1129,00;0,0092
1128,00;0,0095
1127,00;0,0097
1126,00;0,0098
1125,00;0,0098
1124,00;0,0098
1123,00;0,0096
1122,00;0,0095
1121,00;0,0094
1120,00;0,0093
1119,00;0,0092
1118,00;0,0091
1117,00;0,0090
1116,00;0,0090
1115,00;0,0089
1114,00;0,0089
1113,00;0,0088
1112,00;0,0088
1111,00;0,0088
1110,00;0,0088
1109,00;0,0088
1108,00;0,0088
1107,00;0,0089
1106,00;0,0091
1105,00;0,0093
1104,00;0,0095
1103,00;0,0097
1102,00;0,0099
1101,00;0,0100
1100,00;0,0102
1099,00;0,0103
1098,00;0,0105
1097,00;0,0107
1096,00;0,0108
1095,00;0,0109
1094,00;0,0107
1093,00;0,0105
1092,00;0,0102
1091,00;0,0100
1090,00;0,0097
1089,00;0,0095
1088,00;0,0094
1087,00;0,0094
1086,00;0,0093
1085,00;0,0094
1084,00;0,0094
1083,00;0,0095
1082,00;0,0095
1081,00;0,0095
1080,00;0,0095
1079,00;0,0095
1078,00;0,0094
1077,00;0,0092
1076,00;0,0091
1075,00;0,0090
1074,00;0,0089
1073,00;0,0088
1072,00;0,0088
1071,00;0,0087
1070,00;0,0086
1069,00;0,0086
1068,00;0,0086
1067,00;0,0085
1066,00;0,0085
1065,00;0,0085
1064,00;0,0085
1063,00;0,0085
1062,00;0,0084
1061,00;0,0084
1060,00;0,0084
1059,00;0,0083
1058,00;0,0083
1057,00;0,0083
1056,00;0,0083
1055,00;0,0083
1054,00;0,0083
1053,00;0,0082
1052,00;0,0082
1051,00;0,0081
1050,00;0,0081
1049,00;0,0080
1048,00;0,0080
1047,00;0,0079
1046,00;0,0079
1045,00;0,0079
1044,00;0,0078
1043,00;0,0078
1042,00;0,0078
1041,00;0,0078
1040,00;0,0078
1039,00;0,0078
1038,00;0,0079
1037,00;0,0079
1036,00;0,0079
1035,00;0,0079
1034,00;0,0078
1033,00;0,0078
1032,00;0,0077
1031,00;0,0077
1030,00;0,0076
1029,00;0,0076
1028,00;0,0076
1027,00;0,0076
1026,00;0,0076
1025,00;0,0077
1024,00;0,0077
1023,00;0,0076
1022,00;0,0076
1021,00;0,0075
1020,00;0,0074
1019,00;0,0073
1018,00;0,0072
1017,00;0,0071
1016,00;0,0070
1015,00;0,0069
1014,00;0,0068
1013,00;0,0067
1012,00;0,0066
1011,00;0,0065
1010,00;0,0064
1009,00;0,0064
1008,00;0,0063
1007,00;0,0062
1006,00;0,0061
1005,00;0,0061
1004,00;0,0061
1003,00;0,0062
1002,00;0,0062
1001,00;0,0062
1000,00;0,0061
999,00;0,0060
998,00;0,0059
997,00;0,0058
996,00;0,0057
995,00;0,0056
994,00;0,0055
993,00;0,0054
992,00;0,0053
991,00;0,0052
990,00;0,0052
989,00;0,0051
988,00;0,0050
987,00;0,0050
986,00;0,0050
985,00;0,0051
984,00;0,0051
983,00;0,0051
982,00;0,0050
981,00;0,0050
980,00;0,0050
979,00;0,0050
978,00;0,0050
977,00;0,0050
976,00;0,0050
975,00;0,0050
974,00;0,0050
973,00;0,0050
972,00;0,0050
971,00;0,0049
970,00;0,0049
969,00;0,0049
968,00;0,0049
967,00;0,0049
966,00;0,0048
965,00;0,0048
964,00;0,0047
963,00;0,0047
962,00;0,0046
961,00;0,0045
960,00;0,0044
959,00;0,0044
958,00;0,0043
957,00;0,0043
956,00;0,0043
955,00;0,0043
954,00;0,0043
953,00;0,0044
952,00;0,0044
951,00;0,0044
950,00;0,0044
949,00;0,0044
948,00;0,0045
947,00;0,0045
946,00;0,0045
945,00;0,0046
944,00;0,0047
943,00;0,0049
942,00;0,0050
941,00;0,0052
940,00;0,0054
939,00;0,0056
938,00;0,0057
937,00;0,0057
936,00;0,0057
935,00;0,0055
934,00;0,0054
933,00;0,0052
932,00;0,0051
931,00;0,0050
930,00;0,0048
929,00;0,0046
928,00;0,0045
927,00;0,0044
926,00;0,0044
925,00;0,0044
924,00;0,0044
923,00;0,0044
922,00;0,0043
921,00;0,0043
920,00;0,0043
919,00;0,0043
918,00;0,0044
917,00;0,0044
916,00;0,0044
915,00;0,0044
914,00;0,0044
913,00;0,0044
912,00;0,0045
911,00;0,0045
910,00;0,0045
909,00;0,0045
908,00;0,0045
907,00;0,0046
906,00;0,0047
905,00;0,0047
904,00;0,0047
903,00;0,0044
902,00;0,0039
901,00;0,0035
900,00;0,0034
899,00;0,0037
898,00;0,0041
897,00;0,0044
896,00;0,0045
895,00;0,0044
894,00;0,0044
893,00;0,0043
892,00;0,0043
891,00;0,0042
890,00;0,0041
889,00;0,0040
888,00;0,0039
887,00;0,0039
886,00;0,0039
885,00;0,0040
884,00;0,0040
883,00;0,0041
882,00;0,0042
881,00;0,0042
880,00;0,0041
879,00;0,0041
878,00;0,0041
877,00;0,0041
876,00;0,0042
875,00;0,0042
874,00;0,0043
873,00;0,0042
872,00;0,0042
871,00;0,0043
870,00;0,0043
869,00;0,0044
868,00;0,0044
867,00;0,0045
866,00;0,0045
865,00;0,0045
864,00;0,0044
863,00;0,0043
862,00;0,0043
861,00;0,0042
860,00;0,0042
859,00;0,0042
858,00;0,0041
857,00;0,0041
856,00;0,0041
855,00;0,0041
854,00;0,0041
853,00;0,0041
852,00;0,0041
851,00;0,0041
850,00;0,0040
849,00;0,0040
848,00;0,0040
847,00;0,0040
846,00;0,0041
845,00;0,0043
844,00;0,0043
843,00;0,0043
842,00;0,0042
841,00;0,0041
840,00;0,0041
839,00;0,0041
838,00;0,0042
837,00;0,0044
836,00;0,0044
835,00;0,0044
834,00;0,0042
833,00;0,0041
832,00;0,0040
831,00;0,0042
830,00;0,0043
829,00;0,0044
828,00;0,0043
827,00;0,0043
826,00;0,0043
825,00;0,0043
824,00;0,0044
823,00;0,0045
822,00;0,0047
821,00;0,0048
820,00;0,0049
819,00;0,0049
818,00;0,0049
817,00;0,0049
816,00;0,0050
815,00;0,0050
814,00;0,0051
813,00;0,0052
812,00;0,0053
811,00;0,0053
810,00;0,0054
809,00;0,0054
808,00;0,0054
807,00;0,0054
806,00;0,0054
805,00;0,0055
804,00;0,0056
803,00;0,0057
802,00;0,0058
801,00;0,0058
800,00;0,0057
799,00;0,0057
798,00;0,0058
797,00;0,0059
796,00;0,0060
795,00;0,0060
794,00;0,0061
793,00;0,0061
792,00;0,0061
791,00;0,0060
790,00;0,0060
789,00;0,0059
788,00;0,0059
787,00;0,0060
786,00;0,0060
785,00;0,0059
784,00;0,0059
783,00;0,0059
782,00;0,0059
781,00;0,0060
780,00;0,0061
779,00;0,0061
778,00;0,0061
777,00;0,0060
776,00;0,0061
775,00;0,0061
774,00;0,0061
773,00;0,0062
772,00;0,0064
771,00;0,0065
770,00;0,0066
769,00;0,0068
768,00;0,0070
767,00;0,0072
766,00;0,0074
765,00;0,0076
764,00;0,0078
763,00;0,0079
762,00;0,0082
761,00;0,0085
760,00;0,0088
759,00;0,0091
758,00;0,0094
757,00;0,0096
756,00;0,0098
755,00;0,0100
754,00;0,0101
753,00;0,0101
752,00;0,0100
751,00;0,0099
750,00;0,0098
749,00;0,0098
748,00;0,0098
747,00;0,0099
746,00;0,0098
745,00;0,0097
744,00;0,0096
743,00;0,0097
742,00;0,0099
741,00;0,0101
740,00;0,0105
739,00;0,0109
738,00;0,0112
737,00;0,0115
736,00;0,0118
735,00;0,0121
734,00;0,0123
733,00;0,0127
732,00;0,0132
731,00;0,0137
730,00;0,0142
729,00;0,0146
728,00;0,0151
727,00;0,0157
726,00;0,0165
725,00;0,0176
724,00;0,0187
723,00;0,0197
722,00;0,0206
721,00;0,0210
720,00;0,0209
719,00;0,0202
718,00;0,0192
717,00;0,0181
716,00;0,0172
715,00;0,0164
714,00;0,0158
713,00;0,0152
712,00;0,0147
711,00;0,0143
710,00;0,0139
709,00;0,0136
708,00;0,0134
707,00;0,0132
706,00;0,0130
705,00;0,0130
704,00;0,0130
703,00;0,0132
702,00;0,0134
701,00;0,0136
700,00;0,0140
